x=chi_perp	y=chi_par	z=eta	v=Mtot	data=Log10[Mean[Mismatch]]	Overall_Training_Rel.Diff. = 0.00484009
x=chi_perp	y=chi_par	z=eta	v=Mtot	Overall_chiSqDoF. = 0.589013	Overall_reduced_Rsq = 0.989309
Coefs_below_for_fit(x,y,z,v)	Use_these_directly	x=x	y=y	z=z	v=v
i	j	k	l	C[i,j,k,l]	Max[Log10[Mismatch]]
2	1	2	3	15945.527864834823	-1.0242218345101302
2	2	0	0	334437.21711679426	-1.0242218345101302
2	2	0	1	4562.164615398059	-1.0242218345101302
2	2	0	3	-493.855011021055	-1.0242218345101302
2	2	1	0	3.299171022441632e6	-1.0242218345101302
2	2	1	1	34513.621920383084	-1.0242218345101302
2	2	1	2	-43.19807431362473	-1.0242218345101302
2	2	1	3	141.61124635904585	-1.0242218345101302
2	2	2	0	1.5371578451041814e7	-1.0242218345101302
2	2	2	1	280659.3926120914	-1.0242218345101302
2	2	2	2	-2.4965352056901003e6	-1.0242218345101302
2	2	2	3	6769.380543479682	-1.0242218345101302
2	3	0	0	288341.31624977186	-1.0242218345101302
2	3	0	1	3493.904571397478	-1.0242218345101302
2	3	0	3	-834.7817280941147	-1.0242218345101302
2	3	1	0	2.427944197225298e6	-1.0242218345101302
2	3	1	1	-30055.03529649051	-1.0242218345101302
2	3	1	2	723842.377058762	-1.0242218345101302
2	3	1	3	-26589.06361389628	-1.0242218345101302
2	3	2	0	7.373811147202496e6	-1.0242218345101302
2	3	2	1	67273.88916073045	-1.0242218345101302
2	3	2	2	1.2300444099718095e6	-1.0242218345101302
2	3	2	3	-134972.4937922907	-1.0242218345101302
3	0	0	0	-61239.12391330858	-1.0242218345101302
3	0	0	1	-614.3279929543999	-1.0242218345101302
3	0	0	3	1130.464071181462	-1.0242218345101302
3	0	1	0	742746.4951519831	-1.0242218345101302
3	0	1	1	3712.6730002090553	-1.0242218345101302
3	0	1	2	552477.4580128086	-1.0242218345101302
3	0	1	3	-7293.328670374206	-1.0242218345101302
3	0	2	0	-395452.594869815	-1.0242218345101302
3	0	2	1	-12931.526610589559	-1.0242218345101302
3	0	2	2	1.0454789309219726e6	-1.0242218345101302
3	0	2	3	29085.670174956955	-1.0242218345101302
3	1	0	0	21437.38250072184	-1.0242218345101302
3	1	0	1	-1372.1762111058927	-1.0242218345101302
3	1	0	3	783.4220687258811	-1.0242218345101302
3	1	1	0	-800346.0988978135	-1.0242218345101302
3	1	1	1	353.57037558789835	-1.0242218345101302
3	1	1	2	-86787.06361154024	-1.0242218345101302
3	1	1	3	1115.1846278249316	-1.0242218345101302
3	1	2	0	-1.4195933339039448e6	-1.0242218345101302
3	1	2	1	-59367.47967674837	-1.0242218345101302
3	1	2	2	-348932.6440105001	-1.0242218345101302
3	1	2	3	-92226.0161037064	-1.0242218345101302
3	2	0	0	384506.09625562996	-1.0242218345101302
3	2	0	1	4596.050475792258	-1.0242218345101302
3	2	0	3	1401.7784463777075	-1.0242218345101302
3	2	1	0	3.0097968493151586e6	-1.0242218345101302
3	2	1	1	9256.711155362553	-1.0242218345101302
3	2	1	2	-13753.833749319338	-1.0242218345101302
3	2	1	3	23319.41543198489	-1.0242218345101302
3	2	2	0	2.00706191565811e7	-1.0242218345101302
3	2	2	1	182723.6495018703	-1.0242218345101302
3	2	2	2	-322686.23631605285	-1.0242218345101302
3	2	2	3	-435788.27124354633	-1.0242218345101302
3	3	0	0	415839.9863215841	-1.0242218345101302
3	3	0	1	-2571.197147353528	-1.0242218345101302
3	3	0	3	-17763.803118034757	-1.0242218345101302
3	3	1	0	2.2486756932957624e6	-1.0242218345101302
3	3	1	1	64029.05952009255	-1.0242218345101302
3	3	1	2	-1.144253571644235e6	-1.0242218345101302
3	3	1	3	56080.795086168306	-1.0242218345101302
3	3	2	0	1.2352854712056179e7	-1.0242218345101302
3	3	2	1	-683770.0311091819	-1.0242218345101302
3	3	2	2	3.8175972605737476e6	-1.0242218345101302
3	3	2	3	-522221.09109628573	-1.0242218345101302
4	0	0	0	-140996.34559538402	-1.0242218345101302
4	0	0	1	-1807.38958157921	-1.0242218345101302
4	0	0	3	-783.2726411924551	-1.0242218345101302
4	0	1	0	-686412.1734368326	-1.0242218345101302
4	0	1	1	-14879.374168556933	-1.0242218345101302
4	0	1	2	782993.8039415198	-1.0242218345101302
4	0	1	3	6978.750368260387	-1.0242218345101302
4	0	2	0	-3.091710100673342e6	-1.0242218345101302
4	0	2	1	-35446.38046623701	-1.0242218345101302
4	0	2	2	-374471.9001927168	-1.0242218345101302
4	0	2	3	-31887.59565442171	-1.0242218345101302
4	1	0	0	-159265.86901545117	-1.0242218345101302
4	1	0	1	1537.35070279571	-1.0242218345101302
4	1	0	3	-1688.4434909265187	-1.0242218345101302
4	1	1	0	-280163.25276090385	-1.0242218345101302
4	1	1	1	20624.193672678986	-1.0242218345101302
4	1	1	2	-845466.6776561023	-1.0242218345101302
4	1	1	3	38520.70340499808	-1.0242218345101302
4	1	2	0	-1.9750040815538366e6	-1.0242218345101302
4	1	2	1	246590.22251538624	-1.0242218345101302
4	1	2	2	-1.9208205916551773e6	-1.0242218345101302
4	1	2	3	362372.9237961872	-1.0242218345101302
4	2	0	0	1.4028350647693335e6	-1.0242218345101302
4	2	0	1	14490.146369282822	-1.0242218345101302
4	2	0	3	-13223.11098704598	-1.0242218345101302
4	2	1	0	1.0794155484322505e7	-1.0242218345101302
4	2	1	1	220832.22750730428	-1.0242218345101302
4	2	1	2	1.2299128158541353e7	-1.0242218345101302
4	2	1	3	89905.8833396435	-1.0242218345101302
4	2	2	0	6.5493706715662174e7	-1.0242218345101302
4	2	2	1	179653.12259326898	-1.0242218345101302
4	2	2	2	-8.852985139218658e7	-1.0242218345101302
4	2	2	3	-728575.2070348453	-1.0242218345101302
4	3	0	0	1.0283157498595498e6	-1.0242218345101302
4	3	0	1	-26569.40768700124	-1.0242218345101302
4	3	0	3	-12163.685951955136	-1.0242218345101302
4	3	1	0	8.251326049849426e6	-1.0242218345101302
4	3	1	1	300240.1752877347	-1.0242218345101302
4	3	1	2	-1.7937192021300301e6	-1.0242218345101302
4	3	1	3	26150.68022412387	-1.0242218345101302
4	3	2	0	3.5358612889566734e7	-1.0242218345101302
4	3	2	1	-680535.1582911791	-1.0242218345101302
4	3	2	2	-1.0697794820503773e7	-1.0242218345101302
4	3	2	3	-909241.7395505925	-1.0242218345101302
