x=chi_perp	y=chi_par	z=eta	v=Mtot	data=Log10[Mean[Mismatch]]	Overall_Training_Rel.Diff. = 0.00325703
x=chi_perp	y=chi_par	z=eta	v=Mtot	Overall_chiSqDoF. = 0.62428	Overall_reduced_Rsq = 0.992667
Coefs_below_for_fit(x,y,z,v)	Use_these_directly	x=x	y=y	z=z	v=v
i	j	k	l	C[i,j,k,l]	Max[Log10[Mismatch]]
5	0	1	1	-12972.6926847878	-1.7125150856847384
5	0	1	2	-9691.184258754569	-1.7125150856847384
5	0	1	3	4366.376550154598	-1.7125150856847384
5	0	2	0	-6.427821085288274e6	-1.7125150856847384
5	0	2	1	-199166.32466705685	-1.7125150856847384
5	0	2	2	269852.88687407586	-1.7125150856847384
5	0	2	3	64.40914445415665	-1.7125150856847384
5	1	0	0	198770.29101598126	-1.7125150856847384
5	1	0	1	6150.096905217999	-1.7125150856847384
5	1	0	3	-8686.315077001047	-1.7125150856847384
5	1	1	0	-532845.4413177902	-1.7125150856847384
5	1	1	1	-141773.39155239784	-1.7125150856847384
5	1	1	2	716397.3531977666	-1.7125150856847384
5	1	1	3	23038.676817795204	-1.7125150856847384
5	1	2	0	-4.959758015566854e6	-1.7125150856847384
5	1	2	1	550681.3007702312	-1.7125150856847384
5	1	2	2	-1.269911263271288e6	-1.7125150856847384
5	1	2	3	205127.8893945714	-1.7125150856847384
5	2	0	0	-540570.604246404	-1.7125150856847384
5	2	0	1	18535.946842580088	-1.7125150856847384
5	2	0	3	27141.817589434042	-1.7125150856847384
5	2	1	0	-1.0465468801875311e6	-1.7125150856847384
5	2	1	1	-442060.62785331754	-1.7125150856847384
5	2	1	2	968158.3345643175	-1.7125150856847384
5	2	1	3	-427656.9713154475	-1.7125150856847384
5	2	2	0	-7.422143722412398e6	-1.7125150856847384
5	2	2	1	18381.839795178974	-1.7125150856847384
5	2	2	2	1.5193378952379469e6	-1.7125150856847384
5	2	2	3	-312842.665369355	-1.7125150856847384
5	3	0	0	728234.1127369766	-1.7125150856847384
5	3	0	1	50724.658923555005	-1.7125150856847384
5	3	0	3	-30616.365447306143	-1.7125150856847384
5	3	1	0	4.778401362934909e6	-1.7125150856847384
5	3	1	1	-425585.0475444273	-1.7125150856847384
5	3	1	2	1.7621367751033003e6	-1.7125150856847384
5	3	1	3	-620668.634153459	-1.7125150856847384
5	3	2	0	1.1747570094016248e7	-1.7125150856847384
5	3	2	1	-644045.0163069665	-1.7125150856847384
5	3	2	2	2.5296707917339928e6	-1.7125150856847384
5	3	2	3	1.1391026702110332e6	-1.7125150856847384
